location_name,location_id,province,province_id,municipality,municipality_id,location_type,page
Bouffioulx,41880,Hainaut,23,Châtelet (entité),43874,Deelgemeente,79
Bouge,23651,Namur,24,Namur (entité),43840,Deelgemeente,79
Bougnies,41961,Hainaut,23,Quévy (entité),43888,Deelgemeente,80
Bouhaimont,73077,Luxembourg,26,Durbuy (entité),43877,Gebied,80
Bouillon,43587,Luxembourg,26,Bouillon (entité),43954,Deelgemeente,80
Bouillon (entité),43954,Luxembourg,26,Bouillon (entité),43954,Gemeente,80
Boulaie à sphaignes du Schoppach (Arlon),179707,Luxembourg,26,Arlon (entité),43962,Gebied,80
Bourcy (réserve naturelle),676501,Luxembourg,26,Bastogne (entité),43934,Gebied,80
Bourgeois (Prairies humides du Bêloi),672003,Brabant Wallon,25,Lasne (entité),43748,Gebied,80
Bourlers,23767,Hainaut,23,Chimay (entité),43933,Deelgemeente,80
Bourseigne-Neuve,42734,Namur,24,Gedinne (entité),43942,Deelgemeente,80
Bourseigne-Vieille,42735,Namur,24,Gedinne (entité),43942,Deelgemeente,80
Boussoit,41978,Hainaut,23,La Louvière (entité),43845,Deelgemeente,80
Boussu,43477,Hainaut,23,Boussu (entité),43871,Deelgemeente,80
Boussu (entité),43871,Hainaut,23,Boussu (entité),43871,Gemeente,80
Boussu-En-Fagne,42650,Namur,24,Couvin (entité),43932,Deelgemeente,80
Boussu-lez-Walcourt,42024,Hainaut,23,Froidchapelle (entité),43922,Deelgemeente,80
Bousval,41773,Brabant Wallon,25,Genappe (entité),43781,Deelgemeente,80
"Bousval (Etang Pont Spilet, Pallandt, Drève Des étangs)",42915,Brabant Wallon,25,Genappe (entité),43781,Gebied,80
Boutersem,23419,Vlaams-Brabant,20,—,,Gemeente,80
Boutersem - Begraafplaats Roosbeek-Butsel,604522,Vlaams-Brabant,20,Boutersem,23419,Gebied,80
Boutersem - Butselbos,31040,Vlaams-Brabant,20,Boutersem,23419,Gebied,80
Boutersem - Galgenberg - akkervogelgebied,674749,Vlaams-Brabant,20,Boutersem,23419,Gebied,80
Boutersem - Geestelijke Hoek,31136,Vlaams-Brabant,20,Boutersem,23419,Gebied,80
Boutersem - Groot Veld,28849,Vlaams-Brabant,20,Boutersem,23419,Gebied,80
Boutersem - Kasteel Park van Kwabeek,31096,Vlaams-Brabant,20,Boutersem,23419,Gebied,80
Boutersem - Kasteelpark,31097,Vlaams-Brabant,20,Boutersem,23419,Gebied,80
Boutersem - Kerkhof,604524,Vlaams-Brabant,20,Boutersem,23419,Gebied,81
Boutersem - Kerkhof Butsel,604523,Vlaams-Brabant,20,Boutersem,23419,Gebied,81
Boutersem - Kerkhof Kerkom,604546,Vlaams-Brabant,20,Boutersem,23419,Gebied,81
Boutersem - Kerkhof Neervelp,604547,Vlaams-Brabant,20,Boutersem,23419,Gebied,81
Boutersem - Kerkhof Roosbeek,604525,Vlaams-Brabant,20,Boutersem,23419,Gebied,81
Boutersem - Kerkhof Vertrijk,604548,Vlaams-Brabant,20,Boutersem,23419,Gebied,81
Boutersem - Koutemveld,31108,Vlaams-Brabant,20,Boutersem,23419,Gebied,81
Boutersem - Malendriesbeekvallei,31057,Vlaams-Brabant,20,Boutersem,23419,Gebied,81
Boutersem - Snoekengracht,24513,Vlaams-Brabant,20,Boutersem,23419,Gebied,81
Boutersem - Vallei van de Kleine Vondelbeek,31095,Vlaams-Brabant,20,Boutersem,23419,Gebied,81
Bouvignes-Sur-Meuse,42803,Namur,24,Dinant (entité),43913,Deelgemeente,81
Bouvignies,23969,Hainaut,23,Ath (entité),43763,Deelgemeente,81
Bouwel - Bergen,29330,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Binnenheide,29464,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - De Lindekens,28649,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Derde Sas,29332,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Derde Sas - Aabroek,28299,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Echelpoel,29466,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Hanegoor,29463,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Het Goor en omgeving,29334,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Kasteelpark,29331,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Kerkeheide,24354,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Kerkheide,29333,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Middeldonk,29462,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Molenveld,29467,Antwerpen,17,Grobbendonk,23303,Gebied,81
Bouwel - Paaleik,28308,Antwerpen,17,Grobbendonk,23303,Gebied,82
Bouwel - Rabesdijk,29465,Antwerpen,17,Grobbendonk,23303,Gebied,82
Bouwel - Rostal,29469,Antwerpen,17,Grobbendonk,23303,Gebied,82
Bouwel - Verkaveling 'De Kroon',29468,Antwerpen,17,Grobbendonk,23303,Gebied,82
Bouwel (Dg),23304,Antwerpen,17,Grobbendonk,23303,Deelgemeente,82
Bovekerke (Dg),27275,West-Vlaanderen,15,Koekelare,24060,Deelgemeente,82
Bovelervenn (Waimes),180014,Liège,22,Waimes (entité),43819,Gebied,82
Bovenistier,42295,Liège,22,Waremme (entité),43741,Deelgemeente,82
"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor. - N2000",713688,Antwerpen,17,Aarschot,23400,Gebied,82
Bovesse,42625,Namur,24,La Bruyère (entité),43826,Deelgemeente,82
Bovigny,23794,Luxembourg,26,Gouvy (entité),43916,Deelgemeente,82
Bra,42235,Liège,22,Lierneux (entité),43899,Deelgemeente,82
Braffe,42078,Hainaut,23,Péruwelz,42074,Deelgemeente,82
Braibant,44315,Namur,24,Ciney (entité),43908,Deelgemeente,82
Braibant (Etangs),42993,Namur,24,Ciney (entité),43908,Gebied,82
Braine-l'Alleud,43444,Brabant Wallon,25,Braine-l'Alleud,43444,Deelgemeente,82
Braine-l'Alleud (entité),43972,Brabant Wallon,25,Braine-l'Alleud (entité),43972,Gemeente,82
Braine-l'Alleud (Paradis),672195,Brabant Wallon,25,Braine-l'Alleud (entité),43972,Gebied,82
Braine-le-Château,43445,Brabant Wallon,25,Braine-le-Château,43445,Deelgemeente,82
Braine-le-Château (entité),43762,Brabant Wallon,25,Braine-le-Château (entité),43762,Gemeente,82
Braine-le-Comte,43488,Hainaut,23,Braine-le-Comte (entité),43775,Deelgemeente,82
Braine-le-Comte (entité),43775,Hainaut,23,Braine-le-Comte (entité),43775,Gemeente,82
Braine-Le-Comte (Etangs Martel),42889,Hainaut,23,Braine-le-Comte (entité),43775,Gebied,82
Braives,43562,Liège,22,Braives (entité),43786,Deelgemeente,82
Braives (entité),43786,Liège,22,Braives (entité),43786,Gemeente,82
Brakel,24173,Oost-Vlaanderen,16,—,,Gemeente,83
Brakel - Burreken - Burreken,71994,Oost-Vlaanderen,16,Brakel,24173,Gebied,83
Brakel - Burreken - Kanakkendries,71995,Oost-Vlaanderen,16,Brakel,24173,Gebied,83
Brakel - Burreken - Kleiberg,71997,Oost-Vlaanderen,16,Brakel,24173,Gebied,83
Brakel - Burreken - Wolvenberg,71996,Oost-Vlaanderen,16,Brakel,24173,Gebied,83
Brakel - Burreken en omgeving,36079,Oost-Vlaanderen,16,Brakel,24173,Gebied,83
Brakel - Jansveld,84526,Oost-Vlaanderen,16,Brakel,24173,Gebied,83
Brakel - Schooldomein Sint-Franciscusinstituut,724303,Oost-Vlaanderen,16,Brakel,24173,Gebied,83
Brakelbos - Flobecq,121614,Hainaut,23,Flobecq (entité),43717,Gebied,83
Brakelbos (Flobecq),179252,Hainaut,23,Flobecq (entité),43717,Gebied,83
Brakel/Zottegem - Mijnwerkerspad,91064,Oost-Vlaanderen,16,Brakel,24173,Gebied,83
Branchon,42553,Namur,24,Eghezée (entité),43787,Deelgemeente,83
Brandehaag (Baelen),180027,Liège,22,Baelen (entité),43780,Gebied,83
Bras,42416,Luxembourg,26,Libramont-Chevigny (entité),43945,Deelgemeente,83
Brasmenil,42075,Hainaut,23,Péruwelz (entité),43821,Deelgemeente,83
Brasschaat,23366,Antwerpen,17,—,,Gemeente,83
Brasschaat - De Inslag,29238,Antwerpen,17,Brasschaat,23366,Gebied,83
Brasschaat - De Mik en omgeving,29239,Antwerpen,17,Brasschaat,23366,Gebied,83
Brasschaat - Dorpskern,28289,Antwerpen,17,Brasschaat,23366,Gebied,83
Brasschaat - Fort,191301,Antwerpen,17,Brasschaat,23366,Gebied,83
Brasschaat - Friling,29282,Antwerpen,17,Brasschaat,23366,Gebied,83
Brasschaat - Het Leeg,29289,Antwerpen,17,Brasschaat,23366,Gebied,83
Brasschaat - Het Leeg - Groenzone Rietbeemden,241834,Antwerpen,17,Brasschaat,23366,Gebied,83
Brasschaat - Maria ter Heide - Antitankgracht Mik,107756,Antwerpen,17,Brasschaat,23366,Gebied,83
Brasschaat - Mishagen,29237,Antwerpen,17,Brasschaat,23366,Gebied,83
Brasschaat - Park,29280,Antwerpen,17,Brasschaat,23366,Gebied,84
Brasschaat - Park - Vistrappen Laarse Beek KP060,241836,Antwerpen,17,Brasschaat,23366,Gebied,84
Brasschaat - Park - Vistrappen Laarse Beek speelzone KP070,241835,Antwerpen,17,Schoten,23363,Gebied,84
Brasschaat - Peerdsbos,29279,Antwerpen,17,Brasschaat,23366,Gebied,84
Brasschaat - Peerdsbos - Vistrappen Laarse Beek KP040 en 050,241837,Antwerpen,17,Schoten,23363,Gebied,84
Brasschaat - Peerdsbos en park,678058,Antwerpen,17,Brasschaat,23366,Gebied,84
Brasschaat - Schans Drijhoek,191314,Antwerpen,17,Brasschaat,23366,Gebied,84
Brasschaat - Sint-Mariaburg,29285,Antwerpen,17,Brasschaat,23366,Gebied,84
Brasschaat - Vallei van de Kaartse beek,28282,Antwerpen,17,Brasschaat,23366,Gebied,84
Brasschaat/Kalmthout - Klein Schietveld,28632,Antwerpen,17,Brasschaat,23366,Gebied,84
Brasschaat/Kalmthout - Klein Schietveld - Rand zone vliegveld,191760,Antwerpen,17,Brasschaat,23366,Gebied,84
Brasschaat/Kalmthout - Klein Schietveld - Vennengebied,258217,Antwerpen,17,Kalmthout,23365,Gebied,84
Braunlauf - Galhausen (réserve naturelle),252454,Liège,22,Sankt Vith / Saint-Vith (entité),43902,Gebied,84
Braunlauf - Maldingen (réserve naturelle),252452,Liège,22,Burg-Reuland (entité),43917,Gebied,84
Braunlauf - Neubrück (réserve naturelle),252431,Liège,22,Sankt Vith / Saint-Vith (entité),43902,Gebied,84
Braunlauf et ses affluents de Neubrück à Galhausen (Sankt Vith; Burg-Reuland),179889,Liège,22,Sankt Vith / Saint-Vith (entité),43902,Gebied,84
Bray,42006,Hainaut,23,Binche (entité),43873,Deelgemeente,84
Brecht,23369,Antwerpen,17,—,,Gemeente,84
Brecht  - Groot Schietveld - P3000 (Strikt ontoegankelijk),609174,Antwerpen,17,Brecht,23369,Gebied,84
Brecht - De Merel,29241,Antwerpen,17,Brecht,23369,Gebied,84
Brecht - De Merel - Broeigans,29243,Antwerpen,17,Brecht,23369,Gebied,84
Brecht - De Merel - De Merel,29242,Antwerpen,17,Brecht,23369,Gebied,84
Brecht - Groot Schietveld - Gemaaide percelen (Strikt ontoegankelijk),191673,Antwerpen,17,Brecht,23369,Gebied,84
Brecht - Groot Schietveld - Lavendelven (Strikt ontoegankelijk),191745,Antwerpen,17,Brecht,23369,Gebied,84
Brecht - Groot Schietveld - Marum,251674,Antwerpen,17,Brecht,23369,Gebied,84
Brecht - Groot Schietveld - Nevengeulen Weerijs (Strikt ontoegankelijk),241833,Antwerpen,17,Brecht,23369,Gebied,85
Brecht - Groot Schietveld - Trektelpost (Strikt ontoegankelijk),84196,Antwerpen,17,Brecht,23369,Gebied,85
Brecht - Groot Schietveld (Strikt ontoegankelijk),29208,Antwerpen,17,Brecht,23369,Gebied,85
Brecht - Kooldries,29249,Antwerpen,17,Brecht,23369,Gebied,85
Brecht - Kooldries - Hoofsweer,29251,Antwerpen,17,Brecht,23369,Gebied,85
Brecht - Kooldries - Kooldries,29250,Antwerpen,17,Brecht,23369,Gebied,85
Brecht - Marbelenven,24494,Antwerpen,17,Brecht,23369,Gebied,85
Brecht - Overbroek,29210,Antwerpen,17,Brecht,23369,Gebied,85
Brecht - Schom,29247,Antwerpen,17,Brecht,23369,Gebied,85
Brecht - Stapelheide,29209,Antwerpen,17,Brecht,23369,Gebied,85
Brechtse Heide,28657,Antwerpen,17,Brecht,23369,Gebied,85
Brechtse Heide - Blauwhoeve,28310,Antwerpen,17,Brecht,23369,Gebied,85
Brechtse Heide - Halfven Heide,29245,Antwerpen,17,Brecht,23369,Gebied,85
Brechtse Heide - Halfven Heide - Marbelenven,29246,Antwerpen,17,Brecht,23369,Gebied,85
Brechtse Heide - Heidsie,29472,Antwerpen,17,Malle,23321,Gebied,85
Brechtse Heide - Kraaienhorst,29475,Antwerpen,17,Brecht,23369,Gebied,85
Brechtse Heide - Legerheideweg,29474,Antwerpen,17,Brecht,23369,Gebied,85
Brechtse Heide - Oude afgraving,28309,Antwerpen,17,Malle,23321,Gebied,85
Brechtse Heide - Sint-Jansburg,29473,Antwerpen,17,Brecht,23369,Gebied,85
Brechtse Heide - Vraagheide,28283,Antwerpen,17,Brecht,23369,Gebied,85
Bredebaach - La Folie (Martelange),179340,Luxembourg,26,Martelange (entité),43955,Gebied,85
Bredene,24025,West-Vlaanderen,15,—,,Gemeente,85
Bredene - Camping,252012,West-Vlaanderen,15,Bredene,24025,Gebied,85
Bredene - D'Heye (Blutsijde),32226,West-Vlaanderen,15,Bredene,24025,Gebied,85
Bredene - Duinen,672289,West-Vlaanderen,15,Bredene,24025,Gebied,85
Bredene - Paelsteenpanne (reservaat),672225,West-Vlaanderen,15,Bredene,24025,Gebied,86
Bredene - Paelsteenveld,672227,West-Vlaanderen,15,Bredene,24025,Gebied,86
Bredene - Polders Blauwe Sluis,32225,West-Vlaanderen,15,Bredene,24025,Gebied,86
Bredene - Spanjaardduin,672226,West-Vlaanderen,15,De Haan,24018,Gebied,86
Bredene - Strand,32229,West-Vlaanderen,15,Bredene,24025,Gebied,86
Bredene - telpost Duinbrug,672228,West-Vlaanderen,15,Bredene,24025,Gebied,86
Bredene - Trektelpost Bufferbekken,689315,West-Vlaanderen,15,Bredene,24025,Gebied,86
Bredene - Vicogneweiden,32224,West-Vlaanderen,15,Bredene,24025,Gebied,86
Bree,23497,Limburg,14,Bocholt,23496,Gemeente,86
Bree - Camping,624118,Limburg,14,Bree,23497,Gebied,86
Bree - De Luysen-Mariahof,35147,Limburg,14,Bree,23497,Gebied,86
Bree - De Luysen-Mariahof - Grote Luysvijver,192730,Limburg,14,Bree,23497,Gebied,86
Bree - De Luysen-Mariahof - Grote Mariahofvijver,192728,Limburg,14,Bree,23497,Gebied,86
Bree - De Luysen-Mariahof - Kleine Luysvijver,192729,Limburg,14,Bree,23497,Gebied,86
Bree - De Luysen/Sint-Maartensheide,24319,Limburg,14,Bree,23497,Gebied,86
Bree - Sint-Maartensheide,35146,Limburg,14,Bree,23497,Gebied,86
Bree - Stamprooierbroek - 't Hasselterbroek (LiLa),94475,Limburg,14,Bree,23497,Gebied,86
Breedhout - Akkerstrook Maenebroek,106366,Vlaams-Brabant,20,Pepingen,23236,Gebied,86
Breedhout - Ganzenveldbeekvallei,106362,Vlaams-Brabant,20,Pepingen,23236,Gebied,86
Breedhout - Kerkhof,604894,Vlaams-Brabant,20,Halle,23217,Gebied,86
Breedhout - Palokenbroek/Palokenbos,106361,Vlaams-Brabant,20,Pepingen,23236,Gebied,86
Breendonk (Dg),27202,Antwerpen,17,Puurs,23360,Deelgemeente,86
Breeven,192686,Antwerpen,17,Geel,23092,Gebied,86
Brempt - Weterbeek,107793,Vlaams-Brabant,20,Bierbeek,23418,Gebied,86
Bressoux,42182,Liège,22,Liège (entité),43767,Deelgemeente,86
Breuvanne,252602,Luxembourg,26,Tintigny (entité),43960,Gebied,87
Breuvanne (réserve naturelle),252374,Luxembourg,26,Tintigny (entité),43960,Gebied,87
Brielen - Kasteelpark De Drie Torens,32018,West-Vlaanderen,15,Ieper,24088,Gebied,87
Brielen (Dg),27336,West-Vlaanderen,15,Ieper,24088,Deelgemeente,87
Briqueterie de la Lys,675559,Hainaut,23,Comines-Warneton (entité),43713,Gebied,87
Briqueterie de Rome (réserve naturelle),72983,Luxembourg,26,Durbuy (entité),43877,Gebied,87
Briqueterie de Welkenraedt (Welkenraedt),179462,Liège,22,Welkenraedt (entité),43756,Gebied,87
Broechem - AWW-bekken,44290,Antwerpen,17,Ranst,23331,Gebied,87
Broechem - Centrum,29497,Antwerpen,17,Ranst,23331,Gebied,87
Broechem - Fort,191303,Antwerpen,17,Ranst,23331,Gebied,87
Broechem - Molenbeekvallei - Nierlenderse Bossen - Oost,608738,Antwerpen,17,Ranst,23331,Gebied,87
Broechem - Molenbeekvallei - Nierlenderse Bossen - West,608737,Antwerpen,17,Ranst,23331,Gebied,87
Broechem (Dg),27173,Antwerpen,17,Ranst,23331,Deelgemeente,87
Broek (réserve naturelle) - Uccle,611570,Bruxelles / Brussel,19,Uccle/Ukkel,23169,Gebied,87
Broekom - Beemden,29709,Limburg,14,Borgloon,23484,Gebied,87
Broekom - Sassenbroek,29710,Limburg,14,Borgloon,23484,Gebied,87
Broekom (Dg),27658,Limburg,14,Borgloon,23484,Deelgemeente,87
Bronfosse (Rochefort),179890,Namur,24,Rochefort (entité),43923,Gebied,87
Brou à Abolens (Hannut),179420,Liège,22,Hannut (entité),43750,Gebied,87
Brouhire d'Emael (réserve naturelle),72974,Liège,22,Bassenge (entité),43714,Gebied,87
Brugelette,43464,Hainaut,23,Brugelette (entité),43794,Deelgemeente,87
Brugelette (Décanteurs),42869,Hainaut,23,Brugelette (entité),43794,Gebied,87
Brugelette (entité),43794,Hainaut,23,Brugelette (entité),43794,Gemeente,87
Brugge,24005,West-Vlaanderen,15,—,,Gemeente,87
Brugge - Blauwe Toren (BT),31290,West-Vlaanderen,15,Brugge,24005,Gebied,87
Brugge - Blauwe Toren Noord,229157,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Blauwe Toren West,229158,West-Vlaanderen,15,Zuienkerke,24015,Gebied,88
Brugge - Centrum (CBR),31325,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Centrum (CBR) - Minnewater (MW),31327,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Centrum (CBR) - Stil Ende (SE),31326,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Handelsdokken (HDBR),31631,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Industriezone Blauwe Toren (IZBT),31306,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Industriezone Pathoekeweg (IZPH),31299,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Lappersfortbos,72061,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Opgespoten Terreinen (OTBR),28512,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Sint-Baafs - Centrum (CSB),31328,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Sint-Jozef Brugge (SJBR),31632,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Weiden Blauwe Toren (WBT),31289,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brugge - Weiden Fort van Beieren (WFB),31638,West-Vlaanderen,15,Brugge,24005,Gebied,88
Brulée Fagne,241655,Luxembourg,26,Rendeux (entité),43918,Gebied,88
Brûly,42641,Namur,24,Couvin (entité),43932,Deelgemeente,88
Brûly (Forge Du Prince),42976,Namur,24,Couvin (entité),43932,Gebied,88
Brûly-De-Pesche,42644,Namur,24,Couvin (entité),43932,Deelgemeente,88
Brun Chêne (réserve naturelle),252429,Hainaut,23,Charleroi (entité),43858,Gebied,88
Brunehaut (entité),43827,Hainaut,23,Brunehaut (entité),43827,Gemeente,88
Brussegem - Begraafplaats,604735,Vlaams-Brabant,20,Merchtem,23255,Gebied,88
Brussegem - Kwekelaarstraat Velocity (AV-NWB2),142793,Vlaams-Brabant,20,Merchtem,23255,Gebied,88
Brussegem - Opperselebaan (AV-NWB92),141241,Vlaams-Brabant,20,Merchtem,23255,Gebied,88
Brussegem - Oude Dendermondsebaan (AV-NWB14),141283,Vlaams-Brabant,20,Merchtem,23255,Gebied,88
Brussegem (Dg),27710,Vlaams-Brabant,20,Merchtem,23255,Deelgemeente,88
Brussel - Egmontpark,721600,Bruxelles / Brussel,19,—,,Gebied,89
Brussel - Verregatpark,724317,Bruxelles / Brussel,19,—,,Gebied,89
Brussel/Bruxelles - Hallepoort/Porte de Hal,251588,Bruxelles / Brussel,19,Saint-Gilles/Sint-Gillis,23156,Gebied,89
Brussel/Bruxelles - Kasteel van Stuyvenberg/Château du Stuyvenberg,251604,Bruxelles / Brussel,19,—,,Gebied,89
Brussel/Bruxelles - Kleine Zavel/Petit Sablon,251591,Bruxelles / Brussel,19,Bruxelles-ville/Brussel-Stad (Dg),24235,Gebied,89
Brussel/Bruxelles - Koninklijk Paleis/Palais Royal,251589,Bruxelles / Brussel,19,Bruxelles-ville/Brussel-Stad (Dg),24235,Gebied,89
Brussel/Bruxelles - Kunstberg/Mont des Arts,251590,Bruxelles / Brussel,19,Bruxelles-ville/Brussel-Stad (Dg),24235,Gebied,89
Brussel/Bruxelles - Schaarbeek/Schaerbeek - Walkierspark/Parc Walckiers,263467,Bruxelles / Brussel,19,Schaerbeek/Schaarbeek,24228,Gebied,89
Brussel/Bruxelles - Ter Kamerenbos/ Bois de la Cambre - Sector27/Secteur27,251630,Bruxelles / Brussel,19,Bruxelles-ville/Brussel-Stad (Dg),24235,Gebied,89
Brussel/Bruxelles - Ter Kamerenbos/ Bois de la Cambre - Sector28/Secteur28,251631,Bruxelles / Brussel,19,Bruxelles-ville/Brussel-Stad (Dg),24235,Gebied,89
Brussel/Bruxelles - Tweebeek - Tweebeek Oost/Est,251598,Bruxelles / Brussel,19,—,,Gebied,89
Brussel/Bruxelles - Tweebeek - Tweebeek West/Ouest,251597,Bruxelles / Brussel,19,—,,Gebied,89
Brussel/Bruxelles - Villa Belvédère,251596,Bruxelles / Brussel,19,—,,Gebied,89
Brussels Hoofdstedelijk Gewest,679147,Bruxelles / Brussel,19,Uccle/Ukkel,23169,Gebied,89
Brussels Hoofdstedelijk Gewest / Region de Bruxelles-Capitale,679148,Bruxelles / Brussel,19,Uccle/Ukkel,23169,Gebied,89
Brustem - Vliegveld,29693,Limburg,14,Sint-Truiden,23101,Gebied,89
Brustem (Dg),27642,Limburg,14,Sint-Truiden,23101,Deelgemeente,89
Bruxelles - Canal centre,672081,Bruxelles / Brussel,19,Molenbeek-Saint-Jean/Sint-Jans-Molenbeek,23158,Gebied,89
Bruxelles - Canal nord,672034,Bruxelles / Brussel,19,Bruxelles-ville/Brussel-Stad (Dg),24235,Gebied,89
Bruxelles-ville/Brussel-Stad (Dg),24235,Bruxelles / Brussel,19,Ixelles/Elsene,24224,Gemeente,89
Bruxelles/Brussel - Abbaye de la Cambre/Abbaye ter Kameren,72821,Bruxelles / Brussel,19,Bruxelles-ville/Brussel-Stad (Dg),24235,Gebied,89
Bruxelles/Brussel - Canal - Senne - Zone portuaire,140728,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,89
Bruxelles/Brussel - Canal de Bruxelles - tronçon Béco,71866,Bruxelles / Brussel,19,Molenbeek-Saint-Jean/Sint-Jans-Molenbeek,23158,Gebied,89
Bruxelles/Brussel - Canal de Bruxelles - tronçon Charbonnages,71868,Bruxelles / Brussel,19,Molenbeek-Saint-Jean/Sint-Jans-Molenbeek,23158,Gebied,89
Bruxelles/Brussel - Canal de Bruxelles - tronçon Hainaut,71869,Bruxelles / Brussel,19,Molenbeek-Saint-Jean/Sint-Jans-Molenbeek,23158,Gebied,89
Bruxelles/Brussel - Canal de Bruxelles - tronçon Mariemont,71870,Bruxelles / Brussel,19,Molenbeek-Saint-Jean/Sint-Jans-Molenbeek,23158,Gebied,90
Bruxelles/Brussel - Canal de Bruxelles/Brussels kanaal,71871,Bruxelles / Brussel,19,Anderlecht,23157,Gebied,90
Bruxelles/Brussel - Chaussée d'Anvers/Antwerpse Stwg (Dg),27810,Bruxelles / Brussel,19,Schaerbeek/Schaarbeek,24228,Deelgemeente,90
Bruxelles/Brussel - Cinquantenaire,72767,Bruxelles / Brussel,19,Etterbeek,24230,Gebied,90
Bruxelles/Brussel - Haren (Dg),27808,Bruxelles / Brussel,19,Machelen,24242,Deelgemeente,90
Bruxelles/Brussel - Hof Ter Musschen,32578,Bruxelles / Brussel,19,Sint-Lambrechts-Woluwe/Woluwe-Saint-Lambert,23171,Gebied,90
Bruxelles/Brussel - Laeken/Laken (Dg),27809,Bruxelles / Brussel,19,Jette,23163,Deelgemeente,90
Bruxelles/Brussel - Louise/Louisa (Dg),27816,Bruxelles / Brussel,19,Uccle/Ukkel,23169,Deelgemeente,90
Bruxelles/Brussel - Parc de Bruxelles (Parc Royal),72822,Bruxelles / Brussel,19,Bruxelles-ville/Brussel-Stad (Dg),24235,Gebied,90
Bruxelles/Brussel - Parc Léopold,72770,Bruxelles / Brussel,19,Bruxelles-ville/Brussel-Stad (Dg),24235,Gebied,90
Bruxelles/Brussel - Pentagone/Pentagoon (Dg),27811,Bruxelles / Brussel,19,Molenbeek-Saint-Jean/Sint-Jans-Molenbeek,23158,Deelgemeente,90
Bruxelles/Brussel - Quartier européen/Wetstraat (Dg),27812,Bruxelles / Brussel,19,Etterbeek,24230,Deelgemeente,90
Bruxelles/Brussel - Square Marie-Louise,72751,Bruxelles / Brussel,19,Bruxelles-ville/Brussel-Stad (Dg),24235,Gebied,90
Bruxelles/Brussel - Val du Bois des Béguines/Begijnenbosdal,32574,Bruxelles / Brussel,19,—,,Gebied,90
Bruyelle,23151,Hainaut,23,Antoing (entité),43816,Deelgemeente,90
Bruyère - Ellezelles,126369,Hainaut,23,Ellezelles (entité),43718,Gebied,90
Bruyère Mathias (Braine-le-Chateau),179134,Brabant Wallon,25,Braine-le-Château (entité),43762,Gebied,90
Bruyères de Chaumont (Chaumont-Gistoux),179982,Brabant Wallon,25,Chaumont-Gistoux (entité),43749,Gebied,90
Bruyères du Bois de Glabais (Chaumont-Gistoux),179983,Brabant Wallon,25,Chaumont-Gistoux (entité),43749,Gebied,90
Brye,23756,Hainaut,23,Fleurus (entité),43836,Deelgemeente,90
Budingen - Kerkhof,600224,Vlaams-Brabant,20,Zoutleeuw,23427,Gebied,90
Budingen (Dg),27744,Vlaams-Brabant,20,Zoutleeuw,23427,Deelgemeente,90
Buggenhout,24137,Oost-Vlaanderen,16,—,,Gemeente,90
Buggenhout - Buggenhoutbos,229413,Oost-Vlaanderen,16,Buggenhout,24137,Gebied,90
Buggenhout - Doorslaer,672229,Oost-Vlaanderen,16,Buggenhout,24137,Gebied,90
Buissenal,41864,Hainaut,23,Frasnes-lez-Anvaing (entité),43738,Deelgemeente,91
Buissonville,42512,Namur,24,Rochefort (entité),43923,Deelgemeente,91
Buissonville (Etang Du Moulin),42980,Namur,24,Rochefort (entité),43923,Gebied,91
Buissonville (Grand étang),42981,Namur,24,Rochefort (entité),43923,Gebied,91
Buizingen - Begraafplaats,604893,Vlaams-Brabant,20,Halle,23217,Gebied,91
Buizingen - Kluisbos,678001,Vlaams-Brabant,20,Halle,23217,Gebied,91
Buizingen (Dg),23218,Vlaams-Brabant,20,Halle,23217,Deelgemeente,91
Buken - Kerkhof,604756,Vlaams-Brabant,20,Kampenhout,23267,Gebied,91
